705, Faulty, systemd-networkd-wait-online error.
706, Normal, apt-daily-upgrade service CPU time log.
707, Normal, Unknown mode log.
708, Normal, User mode exit log.
709, Normal, Node DMA32 log.
710, Normal, Daemon version started log.
711, Normal, Manager started log.
712, Normal, GRUB failed boot detection finished.
713, Normal, CPU virtualization log.
714, Normal, Fake disk mount deactivated repeated log.
715, Normal, APT News update started.
716, Normal, Local ESM caches update started.
717, Normal, APT News update finished.
718, Normal, Local ESM caches update finished.
719, Normal, apt-daily service CPU time log.
720, Normal, KVM range log.
721, Normal, Firmware update daemon started.
722, Normal, Firmware update daemon started log.
723, Normal, FuEngine no GUIDs for device TPM log.
724, Normal, Daemon for power management started.
725, Normal, FuPluginUefiCapsule log.
726, Normal, FuEngine failed to add device log.
727, Normal, Firmware update daemon finished.
728, Normal, lvfs update log.
729, Normal, Download progress log.
730, Normal, Download progress repeated log.
731, Normal, Idle log.
732, Normal, Successfully downloaded metadata log.
733, Normal, Refresh fwupd metadata and update motd finished.
734, Normal, Accepted publickey log.
735, Normal, Queued start job log.
736, Normal, User slice created log.
737, Normal, REST API socket listening log.
738, Normal, Notify NFS peers started.
739, Normal, LSB automatic crash report generation started.
740, Normal, AppArmor D-Bus mediation enabled log.
741, Normal, Save initial kernel messages after boot started.
742, Normal, Remove Stale Online ext4 Metadata Check Snapshots started.
743, Normal, Getty on tty2-tty6 condition skipped log.
744, Normal, Record successful boot for GRUB started.
745, Normal, irqbalance daemon started.
746, Normal, Dispatcher daemon for systemd-networkd started.
747, Normal, CMD mount log.
748, Normal, CMD sudo log.
749, Normal, CMD script execution log.
750, Normal, User Login Management started.
751, Normal, Permit User Sessions started.
752, Normal, Ubuntu Pro reboot cmds condition skipped log.
753, Normal, Permit User Sessions finished.
754, Normal, Hold until boot process finishes up started.
755, Normal, Terminate Plymouth Boot Screen started.
756, Normal, Hold until boot process finishes up finished.
757, Normal, Set console scheme started.
758, Normal, Terminate Plymouth Boot Screen finished.
759, Normal, Set console scheme finished.
760, Normal, Slice creation log.
761, Normal, e2scrub reap service deactivated.
762, Normal, Remove Stale Online ext4 Metadata Check Snapshots finished.
763, Normal, New seat created log.
764, Normal, Notify NFS peers of a restart started.
765, Normal, System buttons watching log.
766, Normal, Record successful boot for GRUB finished.
767, Normal, GRUB failed boot detection started.
768, Normal, udisks daemon version started log.
769, Normal, LSB automatic crash report generation finished.
770, Normal, User Login Management finished.
771, Normal, Unattended Upgrades Shutdown started.
772, Normal, Node DMA32 log.
773, Normal, session-.scope CPU time log.
774, Faulty, Snap userd dbus service file copy failed.
775, Normal, snapd service CPU time log.
776, Normal, KVM vm ioctl irq line log.
777, Normal, REST API socket closed log.
778, Normal, User Application Slice removed log.
779, Normal, user-.slice CPU time log.
780, Normal, rsyslog service SIGHUP signal sent log.
781, Normal, logrotate service CPU time log.
782, Normal, Unknown code log.
783, Normal, Flush smp call function queue log.
784, Normal, Unknown code log.
785, Normal, Daily dpkg database backup service started.
786, Normal, Daily dpkg database backup service finished.
787, Normal, Unknown code log.
788, Faulty, too long time.
